term	gene
POSITIVE_REGULATION_OF_CELLULAR_PROCESS	NOP2
POSITIVE_REGULATION_OF_CELLULAR_PROCESS	DAPK3
POSITIVE_REGULATION_OF_CELLULAR_PROCESS	ECT2
POSITIVE_REGULATION_OF_CELLULAR_PROCESS	DAPK1
POSITIVE_REGULATION_OF_CELLULAR_PROCESS	NRIP1
POSITIVE_REGULATION_OF_CELLULAR_PROCESS	SPDYA
POSITIVE_REGULATION_OF_CELLULAR_PROCESS	UBE2N
POSITIVE_REGULATION_OF_CELLULAR_PROCESS	TNFRSF9
POSITIVE_REGULATION_OF_CELLULAR_PROCESS	ACVR2A
POSITIVE_REGULATION_OF_CELLULAR_PROCESS	CD86
POSITIVE_REGULATION_OF_CELLULAR_PROCESS	ACVR2B
POSITIVE_REGULATION_OF_CELLULAR_PROCESS	CD80
POSITIVE_REGULATION_OF_CELLULAR_PROCESS	BPTF
POSITIVE_REGULATION_OF_CELLULAR_PROCESS	GHRH
POSITIVE_REGULATION_OF_CELLULAR_PROCESS	ZMIZ2
POSITIVE_REGULATION_OF_CELLULAR_PROCESS	BTG1
POSITIVE_REGULATION_OF_CELLULAR_PROCESS	TPPP
POSITIVE_REGULATION_OF_CELLULAR_PROCESS	HIPK2
POSITIVE_REGULATION_OF_CELLULAR_PROCESS	SCIN
POSITIVE_REGULATION_OF_CELLULAR_PROCESS	CD81
POSITIVE_REGULATION_OF_CELLULAR_PROCESS	GHRL
POSITIVE_REGULATION_OF_CELLULAR_PROCESS	DHPS
POSITIVE_REGULATION_OF_CELLULAR_PROCESS	ICOSLG
POSITIVE_REGULATION_OF_CELLULAR_PROCESS	GLIS3
POSITIVE_REGULATION_OF_CELLULAR_PROCESS	TNFRSF25
POSITIVE_REGULATION_OF_CELLULAR_PROCESS	GLIS2
POSITIVE_REGULATION_OF_CELLULAR_PROCESS	GLIS1
POSITIVE_REGULATION_OF_CELLULAR_PROCESS	TNFRSF8
POSITIVE_REGULATION_OF_CELLULAR_PROCESS	HCFC1
POSITIVE_REGULATION_OF_CELLULAR_PROCESS	ARPP19
POSITIVE_REGULATION_OF_CELLULAR_PROCESS	CALCA
POSITIVE_REGULATION_OF_CELLULAR_PROCESS	TNFRSF1A
POSITIVE_REGULATION_OF_CELLULAR_PROCESS	NPAS2
POSITIVE_REGULATION_OF_CELLULAR_PROCESS	UTP11L
POSITIVE_REGULATION_OF_CELLULAR_PROCESS	ERCC6
POSITIVE_REGULATION_OF_CELLULAR_PROCESS	MAP3K3
POSITIVE_REGULATION_OF_CELLULAR_PROCESS	RASGRP4
POSITIVE_REGULATION_OF_CELLULAR_PROCESS	PTH
POSITIVE_REGULATION_OF_CELLULAR_PROCESS	PYCARD
POSITIVE_REGULATION_OF_CELLULAR_PROCESS	TGM2
POSITIVE_REGULATION_OF_CELLULAR_PROCESS	PTN
POSITIVE_REGULATION_OF_CELLULAR_PROCESS	POU3F2
POSITIVE_REGULATION_OF_CELLULAR_PROCESS	CDK13
POSITIVE_REGULATION_OF_CELLULAR_PROCESS	ERCC3
POSITIVE_REGULATION_OF_CELLULAR_PROCESS	SCG2
POSITIVE_REGULATION_OF_CELLULAR_PROCESS	ERCC2
POSITIVE_REGULATION_OF_CELLULAR_PROCESS	STAMBP
POSITIVE_REGULATION_OF_CELLULAR_PROCESS	PTPRC
POSITIVE_REGULATION_OF_CELLULAR_PROCESS	DEFB103A
POSITIVE_REGULATION_OF_CELLULAR_PROCESS	EDA2R
POSITIVE_REGULATION_OF_CELLULAR_PROCESS	SAP30BP
POSITIVE_REGULATION_OF_CELLULAR_PROCESS	PSMG4
POSITIVE_REGULATION_OF_CELLULAR_PROCESS	CXCR2
POSITIVE_REGULATION_OF_CELLULAR_PROCESS	CASP10
POSITIVE_REGULATION_OF_CELLULAR_PROCESS	SP1
POSITIVE_REGULATION_OF_CELLULAR_PROCESS	THRAP3
POSITIVE_REGULATION_OF_CELLULAR_PROCESS	PPP1R13B
POSITIVE_REGULATION_OF_CELLULAR_PROCESS	IRF4
POSITIVE_REGULATION_OF_CELLULAR_PROCESS	BMPR1B
POSITIVE_REGULATION_OF_CELLULAR_PROCESS	IGFBP3
POSITIVE_REGULATION_OF_CELLULAR_PROCESS	F2R
DNA_DEPENDENT_DNA_REPLICATION	NBN
DNA_DEPENDENT_DNA_REPLICATION	MLH1
DNA_DEPENDENT_DNA_REPLICATION	GLI2
DNA_DEPENDENT_DNA_REPLICATION	PMS2P1
DNA_DEPENDENT_DNA_REPLICATION	CDT1
DNA_DEPENDENT_DNA_REPLICATION	GLI1
DNA_DEPENDENT_DNA_REPLICATION	PRIM1
DNA_DEPENDENT_DNA_REPLICATION	MUTYH
DNA_DEPENDENT_DNA_REPLICATION	ORC4
DNA_DEPENDENT_DNA_REPLICATION	PRIM2
DNA_DEPENDENT_DNA_REPLICATION	PMS2
DNA_DEPENDENT_DNA_REPLICATION	POLG2
DNA_DEPENDENT_DNA_REPLICATION	PMS1
DNA_DEPENDENT_DNA_REPLICATION	CDC6
DNA_DEPENDENT_DNA_REPLICATION	GTPBP4
DNA_DEPENDENT_DNA_REPLICATION	CCDC88A
DNA_DEPENDENT_DNA_REPLICATION	PRKCG
DNA_DEPENDENT_DNA_REPLICATION	RAD9A
DNA_DEPENDENT_DNA_REPLICATION	POLB
DNA_DEPENDENT_DNA_REPLICATION	MCM3
DNA_DEPENDENT_DNA_REPLICATION	ORC1
DNA_DEPENDENT_DNA_REPLICATION	CDK2
DNA_DEPENDENT_DNA_REPLICATION	RAD51
DNA_DEPENDENT_DNA_REPLICATION	PURA
DNA_DEPENDENT_DNA_REPLICATION	RFC3
DNA_DEPENDENT_DNA_REPLICATION	RFC4
DNA_DEPENDENT_DNA_REPLICATION	RPAIN
DNA_DEPENDENT_DNA_REPLICATION	RFC1
DNA_DEPENDENT_DNA_REPLICATION	EREG
DNA_DEPENDENT_DNA_REPLICATION	CDK2AP1
DNA_DEPENDENT_DNA_REPLICATION	ORC5
DNA_DEPENDENT_DNA_REPLICATION	RAD17
DNA_DEPENDENT_DNA_REPLICATION	REV3L
DNA_DEPENDENT_DNA_REPLICATION	ENPP7
DNA_DEPENDENT_DNA_REPLICATION	HMGB2
DNA_DEPENDENT_DNA_REPLICATION	WRNIP1
DNA_DEPENDENT_DNA_REPLICATION	POLA1
DNA_DEPENDENT_DNA_REPLICATION	TIPIN
DNA_DEPENDENT_DNA_REPLICATION	RPA4
DNA_DEPENDENT_DNA_REPLICATION	RPA1
DNA_DEPENDENT_DNA_REPLICATION	TFAM
DNA_DEPENDENT_DNA_REPLICATION	RPA2
DNA_DEPENDENT_DNA_REPLICATION	ORC2
DNA_DEPENDENT_DNA_REPLICATION	CDC45
DNA_DEPENDENT_DNA_REPLICATION	TSPYL2
DNA_DEPENDENT_DNA_REPLICATION	EXO1
DNA_DEPENDENT_DNA_REPLICATION	MSH6
DNA_DEPENDENT_DNA_REPLICATION	NF2
DNA_DEPENDENT_DNA_REPLICATION	MSH3
DNA_DEPENDENT_DNA_REPLICATION	MSH2
DNA_DEPENDENT_DNA_REPLICATION	GMNN
DNA_DEPENDENT_DNA_REPLICATION	MSH5
DNA_DEPENDENT_DNA_REPLICATION	S100A11
DNA_DEPENDENT_DNA_REPLICATION	ATR
DNA_DEPENDENT_DNA_REPLICATION	TP73
DNA_DEPENDENT_DNA_REPLICATION	ABL1
MONOVALENT_INORGANIC_CATION_TRANSPORT	KCNK17
MONOVALENT_INORGANIC_CATION_TRANSPORT	KCNH1
MONOVALENT_INORGANIC_CATION_TRANSPORT	KCNC1
MONOVALENT_INORGANIC_CATION_TRANSPORT	KCNJ15
MONOVALENT_INORGANIC_CATION_TRANSPORT	ATP6V0E1
MONOVALENT_INORGANIC_CATION_TRANSPORT	KCNC4
MONOVALENT_INORGANIC_CATION_TRANSPORT	KCNAB3
MONOVALENT_INORGANIC_CATION_TRANSPORT	KCNC3
MONOVALENT_INORGANIC_CATION_TRANSPORT	KCNAB1
MONOVALENT_INORGANIC_CATION_TRANSPORT	ATP6AP1
MONOVALENT_INORGANIC_CATION_TRANSPORT	KCNJ10
MONOVALENT_INORGANIC_CATION_TRANSPORT	HVCN1
MONOVALENT_INORGANIC_CATION_TRANSPORT	KCNJ12
MONOVALENT_INORGANIC_CATION_TRANSPORT	KCNIP2
MONOVALENT_INORGANIC_CATION_TRANSPORT	KCNJ11
MONOVALENT_INORGANIC_CATION_TRANSPORT	KCNQ4
MONOVALENT_INORGANIC_CATION_TRANSPORT	KCNQ3
MONOVALENT_INORGANIC_CATION_TRANSPORT	KCNK7
MONOVALENT_INORGANIC_CATION_TRANSPORT	KCNK6
MONOVALENT_INORGANIC_CATION_TRANSPORT	KCNK5
MONOVALENT_INORGANIC_CATION_TRANSPORT	SCN7A
MONOVALENT_INORGANIC_CATION_TRANSPORT	KCNQ2
MONOVALENT_INORGANIC_CATION_TRANSPORT	KCNQ1
MONOVALENT_INORGANIC_CATION_TRANSPORT	KCNG2
MONOVALENT_INORGANIC_CATION_TRANSPORT	SCN10A
MONOVALENT_INORGANIC_CATION_TRANSPORT	KCND3
MONOVALENT_INORGANIC_CATION_TRANSPORT	SGK1
MONOVALENT_INORGANIC_CATION_TRANSPORT	SCN2B
MONOVALENT_INORGANIC_CATION_TRANSPORT	SCN2A
MONOVALENT_INORGANIC_CATION_TRANSPORT	C16orf7
MONOVALENT_INORGANIC_CATION_TRANSPORT	SLC34A3
MONOVALENT_INORGANIC_CATION_TRANSPORT	ATP6V1F
MONOVALENT_INORGANIC_CATION_TRANSPORT	KCNA10
MONOVALENT_INORGANIC_CATION_TRANSPORT	ATP6V1C1
MONOVALENT_INORGANIC_CATION_TRANSPORT	NNT
MONOVALENT_INORGANIC_CATION_TRANSPORT	SCN11A
MONOVALENT_INORGANIC_CATION_TRANSPORT	KCNH2
MONOVALENT_INORGANIC_CATION_TRANSPORT	KCNH3
MONOVALENT_INORGANIC_CATION_TRANSPORT	KCNH4
MONOVALENT_INORGANIC_CATION_TRANSPORT	KCNMB3
MONOVALENT_INORGANIC_CATION_TRANSPORT	KCNMB4
MONOVALENT_INORGANIC_CATION_TRANSPORT	SCN1B
MONOVALENT_INORGANIC_CATION_TRANSPORT	KCNA2
MONOVALENT_INORGANIC_CATION_TRANSPORT	KCNA1
MONOVALENT_INORGANIC_CATION_TRANSPORT	KCNA4
MONOVALENT_INORGANIC_CATION_TRANSPORT	KCNA3
MONOVALENT_INORGANIC_CATION_TRANSPORT	KCNA6
MONOVALENT_INORGANIC_CATION_TRANSPORT	KCNA5
MONOVALENT_INORGANIC_CATION_TRANSPORT	KCNJ2
MONOVALENT_INORGANIC_CATION_TRANSPORT	KCNJ3
MONOVALENT_INORGANIC_CATION_TRANSPORT	ATP6V0B
MONOVALENT_INORGANIC_CATION_TRANSPORT	KCNMB1
MONOVALENT_INORGANIC_CATION_TRANSPORT	KCNJ1
MONOVALENT_INORGANIC_CATION_TRANSPORT	KCNMB2
MONOVALENT_INORGANIC_CATION_TRANSPORT	KCNS3
MONOVALENT_INORGANIC_CATION_TRANSPORT	ATP6V0C
MONOVALENT_INORGANIC_CATION_TRANSPORT	KCNS1
MONOVALENT_INORGANIC_CATION_TRANSPORT	KCNE1
MONOVALENT_INORGANIC_CATION_TRANSPORT	SCN9A
MONOVALENT_INORGANIC_CATION_TRANSPORT	KCNE2
MONOVALENT_INORGANIC_CATION_TRANSPORT	CHP
MONOVALENT_INORGANIC_CATION_TRANSPORT	SCNN1G
MONOVALENT_INORGANIC_CATION_TRANSPORT	SCNN1A
MONOVALENT_INORGANIC_CATION_TRANSPORT	SCN5A
MONOVALENT_INORGANIC_CATION_TRANSPORT	SCNN1D
MONOVALENT_INORGANIC_CATION_TRANSPORT	TCIRG1
MONOVALENT_INORGANIC_CATION_TRANSPORT	SLC8A1
MONOVALENT_INORGANIC_CATION_TRANSPORT	KCNB2
MONOVALENT_INORGANIC_CATION_TRANSPORT	NOX1
MONOVALENT_INORGANIC_CATION_TRANSPORT	ATP1A4
MONOVALENT_INORGANIC_CATION_TRANSPORT	UCP1
MONOVALENT_INORGANIC_CATION_TRANSPORT	KCNK1
MONOVALENT_INORGANIC_CATION_TRANSPORT	TRAPPC10
MONOVALENT_INORGANIC_CATION_TRANSPORT	KCNV1
MONOVALENT_INORGANIC_CATION_TRANSPORT	KCNK3
MONOVALENT_INORGANIC_CATION_TRANSPORT	KCNK4
MONOVALENT_INORGANIC_CATION_TRANSPORT	KCNJ5
MONOVALENT_INORGANIC_CATION_TRANSPORT	KCNJ4
MONOVALENT_INORGANIC_CATION_TRANSPORT	KCNN4
MONOVALENT_INORGANIC_CATION_TRANSPORT	ABCC9
MONOVALENT_INORGANIC_CATION_TRANSPORT	KCNJ6
MONOVALENT_INORGANIC_CATION_TRANSPORT	SLC4A11
MONOVALENT_INORGANIC_CATION_TRANSPORT	UCP3
MONOVALENT_INORGANIC_CATION_TRANSPORT	SLC17A3
MONOVALENT_INORGANIC_CATION_TRANSPORT	KCNN1
MONOVALENT_INORGANIC_CATION_TRANSPORT	UCP2
MONOVALENT_INORGANIC_CATION_TRANSPORT	SLC17A4
MONOVALENT_INORGANIC_CATION_TRANSPORT	ATP6V1E1
MONOVALENT_INORGANIC_CATION_TRANSPORT	KCNN3
MONOVALENT_INORGANIC_CATION_TRANSPORT	SLC17A2
MONOVALENT_INORGANIC_CATION_TRANSPORT	KCNF1
MONOVALENT_INORGANIC_CATION_TRANSPORT	SCN4B
MONOVALENT_INORGANIC_CATION_TRANSPORT	ABCC8
MONOVALENT_INORGANIC_CATION_TRANSPORT	SCN4A
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	HOXD13
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	MED24
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	MED23
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	MED21
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	MED20
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	ZNF254
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	CITED1
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	CITED2
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	EPC1
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	TAF5L
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	MED26
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	MED27
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	IKBKAP
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	RREB1
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	RXRA
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	KDM5A
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	MECP2
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	MED12
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	MED14
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	HNF4G
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	MED13
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	KAT5
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	HNF4A
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	ZNF238
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	MED16
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	MED17
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	SMARCAL1
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	TGIF1
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	SHOX
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	ZNF76
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	CRTC1
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	MYEF2
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	VPS72
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	FOXH1
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	HEXIM2
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	HEXIM1
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	PIR
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	VEZF1
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	TCF7
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	UTF1
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	KLF12
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	KLF13
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	KLF10
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	KLF11
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	C19orf2
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	TFCP2
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	USF1
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	TRPS1
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	PARP1
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	TAF1C
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	HLF
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	ELF1
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	TAF1A
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	ELF2
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	HTATIP2
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	ELF3
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	ELF4
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	ELF5
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	SPI1
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	ZNF345
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	YBX1
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	YBX2
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	ZNF148
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	HSF2
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	CREG1
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	BRD7
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	SPIB
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	MYC
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	BRD8
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	TAF1L
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	ZNF281
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	BATF3
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	ATF7IP
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	GMEB2
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	GTF2H4
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	TP53
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	FOSB
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	ZNF143
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	JMY
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	MYCN
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	MXD4
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	GTF2H1
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	CIAO1
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	INHBA
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	ZNF136
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	RUVBL1
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	NSD1
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	CLOCK
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	ZMYND11
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	NUFIP1
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	ZNF367
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	ZNF177
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	ZNF174
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	TADA2A
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	SUPT4H1
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	TRIP11
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	FOXD3
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	TRIP13
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	MYF6
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	IL4
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	TRIM29
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	TRIM28
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	MYF5
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	TRIM27
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	TRIM24
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	MNAT1
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	ZNF157
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	TADA3
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	PPBPL2
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	TCEB2
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	TCEB3
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	TCEB1
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	NR5A2
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	FOXE3
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	NR5A1
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	LMO4
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	TBP
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	NR2E3
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	TCEAL1
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	CBFB
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	GTF2E1
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	GTF2E2
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	SMARCD2
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	SMARCD3
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	SMARCD1
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	ZNF593
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	POU2AF1
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	CSDA
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	DDIT3
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	JUNB
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	HIF1A
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	SMARCE1
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	TCFL5
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	MNX1
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	SMARCA5
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	TFAP2B
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	TFAP2A
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	NFE2L1
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	TFAP2C
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	NFE2L2
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	NFE2L3
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	SMARCA2
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	HMGB1
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	EID1
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	HMGB2
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	CCRN4L
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	LITAF
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	ABCA2
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	MEIS2
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	TCERG1
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	SMARCB1
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	SNF8
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	JUND
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	TEAD4
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	TAF9
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	TFDP1
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	TAF2
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	TRIP4
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	EPAS1
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	TAF5
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	BRIP1
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	NEUROG1
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	ATF6
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	ATF5
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	ATF4
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	NRF1
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	GTF2F1
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	SMARCC1
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	SMARCC2
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	PRKAR1A
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	GTF2F2
