term	gene
REGULATION_OF_GENE_EXPRESSION	PBX3
REGULATION_OF_GENE_EXPRESSION	RBM14
REGULATION_OF_GENE_EXPRESSION	APBB2
REGULATION_OF_GENE_EXPRESSION	APBB1
REGULATION_OF_GENE_EXPRESSION	CIR1
REGULATION_OF_GENE_EXPRESSION	PBX4
REGULATION_OF_GENE_EXPRESSION	HNRNPAB
REGULATION_OF_GENE_EXPRESSION	MYOD1
REGULATION_OF_GENE_EXPRESSION	CRABP2
REGULATION_OF_GENE_EXPRESSION	TLR1
REGULATION_OF_GENE_EXPRESSION	ARNT2
REGULATION_OF_GENE_EXPRESSION	TLR3
REGULATION_OF_GENE_EXPRESSION	EIF5A
REGULATION_OF_GENE_EXPRESSION	FOXO1
REGULATION_OF_GENE_EXPRESSION	TLR4
REGULATION_OF_GENE_EXPRESSION	FOXO3
REGULATION_OF_GENE_EXPRESSION	FOXO4
REGULATION_OF_GENE_EXPRESSION	TLR6
REGULATION_OF_GENE_EXPRESSION	TLR7
REGULATION_OF_GENE_EXPRESSION	TLR8
REGULATION_OF_GENE_EXPRESSION	TLR9
REGULATION_OF_GENE_EXPRESSION	GATA1
REGULATION_OF_GENE_EXPRESSION	HOXC6
REGULATION_OF_GENE_EXPRESSION	GATA6
REGULATION_OF_GENE_EXPRESSION	GATA4
REGULATION_OF_GENE_EXPRESSION	HOXC5
REGULATION_OF_GENE_EXPRESSION	KAT7
REGULATION_OF_GENE_EXPRESSION	KAT8
REGULATION_OF_GENE_EXPRESSION	KAT6B
REGULATION_OF_GENE_EXPRESSION	SPN
REGULATION_OF_GENE_EXPRESSION	GABPB2
REGULATION_OF_GENE_EXPRESSION	KAT6A
REGULATION_OF_GENE_EXPRESSION	MYO6
REGULATION_OF_GENE_EXPRESSION	PICK1
REGULATION_OF_GENE_EXPRESSION	HRK
REGULATION_OF_GENE_EXPRESSION	FOXN1
REGULATION_OF_GENE_EXPRESSION	ZNF189
REGULATION_OF_GENE_EXPRESSION	ARNTL
REGULATION_OF_GENE_EXPRESSION	NR0B2
REGULATION_OF_GENE_EXPRESSION	ELL3
REGULATION_OF_GENE_EXPRESSION	NR0B1
REGULATION_OF_GENE_EXPRESSION	TRERF1
REGULATION_OF_GENE_EXPRESSION	FOXN3
REGULATION_OF_GENE_EXPRESSION	AHR
REGULATION_OF_GENE_EXPRESSION	IGSF1
REGULATION_OF_GENE_EXPRESSION	TIAL1
REGULATION_OF_GENE_EXPRESSION	CARTPT
REGULATION_OF_GENE_EXPRESSION	ERC1
REGULATION_OF_GENE_EXPRESSION	GCLC
REGULATION_OF_GENE_EXPRESSION	SLC50A1
REGULATION_OF_GENE_EXPRESSION	SNX6
REGULATION_OF_GENE_EXPRESSION	TFAP4
REGULATION_OF_GENE_EXPRESSION	ELK1
REGULATION_OF_GENE_EXPRESSION	ELK3
REGULATION_OF_GENE_EXPRESSION	EIF3C
REGULATION_OF_GENE_EXPRESSION	EIF3D
REGULATION_OF_GENE_EXPRESSION	EIF3A
REGULATION_OF_GENE_EXPRESSION	EIF3G
REGULATION_OF_GENE_EXPRESSION	EIF3H
REGULATION_OF_GENE_EXPRESSION	EIF3E
REGULATION_OF_GENE_EXPRESSION	NPM1
REGULATION_OF_GENE_EXPRESSION	EIF3F
REGULATION_OF_GENE_EXPRESSION	SFTPD
REGULATION_OF_GENE_EXPRESSION	EIF3I
REGULATION_OF_GENE_EXPRESSION	EIF3J
REGULATION_OF_GENE_EXPRESSION	RUNX1
REGULATION_OF_GENE_EXPRESSION	RUNX2
REGULATION_OF_GENE_EXPRESSION	RNF14
REGULATION_OF_GENE_EXPRESSION	SREBF1
REGULATION_OF_GENE_EXPRESSION	NFE2
REGULATION_OF_GENE_EXPRESSION	CD276
REGULATION_OF_GENE_EXPRESSION	SAP18
REGULATION_OF_GENE_EXPRESSION	SNW1
REGULATION_OF_GENE_EXPRESSION	GSC2
REGULATION_OF_GENE_EXPRESSION	FOXP3
REGULATION_OF_GENE_EXPRESSION	BRCA1
REGULATION_OF_GENE_EXPRESSION	SREBF2
REGULATION_OF_GENE_EXPRESSION	EIF4B
REGULATION_OF_GENE_EXPRESSION	PPIE
REGULATION_OF_GENE_EXPRESSION	GCM1
REGULATION_OF_GENE_EXPRESSION	EIF4H
REGULATION_OF_GENE_EXPRESSION	DNMT1
REGULATION_OF_GENE_EXPRESSION	GLMN
REGULATION_OF_GENE_EXPRESSION	RFX3
REGULATION_OF_GENE_EXPRESSION	MAFA
REGULATION_OF_GENE_EXPRESSION	BMI1
REGULATION_OF_GENE_EXPRESSION	METAP1
REGULATION_OF_GENE_EXPRESSION	SOX21
REGULATION_OF_GENE_EXPRESSION	POU6F2
REGULATION_OF_GENE_EXPRESSION	NR6A1
REGULATION_OF_GENE_EXPRESSION	FOXK2
REGULATION_OF_GENE_EXPRESSION	BUD31
REGULATION_OF_GENE_EXPRESSION	PDCD4
REGULATION_OF_GENE_EXPRESSION	MEN1
REGULATION_OF_GENE_EXPRESSION	ACVR1B
REGULATION_OF_GENE_EXPRESSION	FOS
REGULATION_OF_GENE_EXPRESSION	DGCR8
REGULATION_OF_GENE_EXPRESSION	POU5F1
REGULATION_OF_GENE_EXPRESSION	NAA16
REGULATION_OF_GENE_EXPRESSION	PCGF6
REGULATION_OF_GENE_EXPRESSION	ATP8B1
REGULATION_OF_GENE_EXPRESSION	POU4F2
REGULATION_OF_GENE_EXPRESSION	POU4F1
REGULATION_OF_GENE_EXPRESSION	SOX18
REGULATION_OF_GENE_EXPRESSION	MKL2
REGULATION_OF_GENE_EXPRESSION	LTB
REGULATION_OF_GENE_EXPRESSION	KHDRBS1
REGULATION_OF_GENE_EXPRESSION	EGR1
REGULATION_OF_GENE_EXPRESSION	ELP4
REGULATION_OF_GENE_EXPRESSION	ELP3
REGULATION_OF_GENE_EXPRESSION	NANOG
REGULATION_OF_GENE_EXPRESSION	ELP2
REGULATION_OF_GENE_EXPRESSION	SP100
REGULATION_OF_GENE_EXPRESSION	LDB1
REGULATION_OF_GENE_EXPRESSION	SOX12
REGULATION_OF_GENE_EXPRESSION	INHA
REGULATION_OF_GENE_EXPRESSION	NLRP3
REGULATION_OF_GENE_EXPRESSION	UBN1
REGULATION_OF_GENE_EXPRESSION	NRIP1
REGULATION_OF_GENE_EXPRESSION	UBE2N
REGULATION_OF_GENE_EXPRESSION	PRKCQ
REGULATION_OF_GENE_EXPRESSION	EIF4G2
REGULATION_OF_GENE_EXPRESSION	EIF4G3
REGULATION_OF_GENE_EXPRESSION	ACVR2B
REGULATION_OF_GENE_EXPRESSION	BPTF
REGULATION_OF_GENE_EXPRESSION	ZMIZ2
REGULATION_OF_GENE_EXPRESSION	NRL
REGULATION_OF_GENE_EXPRESSION	GHRL
REGULATION_OF_GENE_EXPRESSION	MDM2
REGULATION_OF_GENE_EXPRESSION	MDM4
REGULATION_OF_GENE_EXPRESSION	CUX1
REGULATION_OF_GENE_EXPRESSION	COMMD7
REGULATION_OF_GENE_EXPRESSION	ZFP161
REGULATION_OF_GENE_EXPRESSION	ING4
REGULATION_OF_GENE_EXPRESSION	SUPT3H
REGULATION_OF_GENE_EXPRESSION	GLIS3
REGULATION_OF_GENE_EXPRESSION	TNF
REGULATION_OF_GENE_EXPRESSION	ING2
REGULATION_OF_GENE_EXPRESSION	GLIS2
REGULATION_OF_GENE_EXPRESSION	GLIS1
REGULATION_OF_GENE_EXPRESSION	TNFRSF8
REGULATION_OF_GENE_EXPRESSION	HCFC1
REGULATION_OF_GENE_EXPRESSION	HCFC2
REGULATION_OF_GENE_EXPRESSION	TCF7L2
REGULATION_OF_GENE_EXPRESSION	CALCA
REGULATION_OF_GENE_EXPRESSION	TNFRSF1A
REGULATION_OF_GENE_EXPRESSION	NPAS2
REGULATION_OF_GENE_EXPRESSION	KRT7
REGULATION_OF_GENE_EXPRESSION	POU2F3
REGULATION_OF_GENE_EXPRESSION	PYCARD
REGULATION_OF_GENE_EXPRESSION	POU2F1
REGULATION_OF_GENE_EXPRESSION	GFI1
REGULATION_OF_GENE_EXPRESSION	ERCC3
REGULATION_OF_GENE_EXPRESSION	CAMK2A
REGULATION_OF_GENE_EXPRESSION	ENO1
REGULATION_OF_GENE_EXPRESSION	ERCC2
REGULATION_OF_GENE_EXPRESSION	ERF
REGULATION_OF_GENE_EXPRESSION	IL2RB
REGULATION_OF_GENE_EXPRESSION	SOX30
REGULATION_OF_GENE_EXPRESSION	SIRT4
REGULATION_OF_GENE_EXPRESSION	SIRT5
REGULATION_OF_GENE_EXPRESSION	CENPF
REGULATION_OF_GENE_EXPRESSION	EDA2R
REGULATION_OF_GENE_EXPRESSION	CBY1
REGULATION_OF_GENE_EXPRESSION	SIRT1
REGULATION_OF_GENE_EXPRESSION	SIRT2
REGULATION_OF_GENE_EXPRESSION	PSMG4
REGULATION_OF_GENE_EXPRESSION	ATXN1
REGULATION_OF_GENE_EXPRESSION	SP1
REGULATION_OF_GENE_EXPRESSION	SP2
REGULATION_OF_GENE_EXPRESSION	SP3
REGULATION_OF_GENE_EXPRESSION	IRF7
REGULATION_OF_GENE_EXPRESSION	DR1
REGULATION_OF_GENE_EXPRESSION	THRAP3
REGULATION_OF_GENE_EXPRESSION	SP4
REGULATION_OF_GENE_EXPRESSION	IRF8
REGULATION_OF_GENE_EXPRESSION	ARHGAP35
REGULATION_OF_GENE_EXPRESSION	IRF2
REGULATION_OF_GENE_EXPRESSION	IRF4
REGULATION_OF_GENE_EXPRESSION	TSSK4
REGULATION_OF_GENE_EXPRESSION	CRK
REGULATION_OF_CELL_DIFFERENTIATION	SIK1
REGULATION_OF_CELL_DIFFERENTIATION	PPARG
REGULATION_OF_CELL_DIFFERENTIATION	SPI1
REGULATION_OF_CELL_DIFFERENTIATION	ZNF675
REGULATION_OF_CELL_DIFFERENTIATION	FOXO3
REGULATION_OF_CELL_DIFFERENTIATION	FOXO4
REGULATION_OF_CELL_DIFFERENTIATION	SPINK5
REGULATION_OF_CELL_DIFFERENTIATION	SART1
REGULATION_OF_CELL_DIFFERENTIATION	SHH
REGULATION_OF_CELL_DIFFERENTIATION	TGFB2
REGULATION_OF_CELL_DIFFERENTIATION	ACVR1B
REGULATION_OF_CELL_DIFFERENTIATION	ADIG
REGULATION_OF_CELL_DIFFERENTIATION	ACIN1
REGULATION_OF_CELL_DIFFERENTIATION	BOC
REGULATION_OF_CELL_DIFFERENTIATION	TWIST2
REGULATION_OF_CELL_DIFFERENTIATION	USH2A
REGULATION_OF_CELL_DIFFERENTIATION	NANOG
REGULATION_OF_CELL_DIFFERENTIATION	LDB1
REGULATION_OF_CELL_DIFFERENTIATION	IL27
REGULATION_OF_CELL_DIFFERENTIATION	CDK6
REGULATION_OF_CELL_DIFFERENTIATION	SOCS5
REGULATION_OF_CELL_DIFFERENTIATION	INHA
REGULATION_OF_CELL_DIFFERENTIATION	GPR98
REGULATION_OF_CELL_DIFFERENTIATION	IL20
REGULATION_OF_CELL_DIFFERENTIATION	INHBA
REGULATION_OF_CELL_DIFFERENTIATION	ACVR2A
REGULATION_OF_CELL_DIFFERENTIATION	NME2
REGULATION_OF_CELL_DIFFERENTIATION	TCFL5
REGULATION_OF_CELL_DIFFERENTIATION	EREG
REGULATION_OF_CELL_DIFFERENTIATION	BTG1
REGULATION_OF_CELL_DIFFERENTIATION	SCIN
REGULATION_OF_CELL_DIFFERENTIATION	CARTPT
REGULATION_OF_CELL_DIFFERENTIATION	CNTN4
REGULATION_OF_CELL_DIFFERENTIATION	IQCB1
REGULATION_OF_CELL_DIFFERENTIATION	MAP4K1
REGULATION_OF_CELL_DIFFERENTIATION	PF4
REGULATION_OF_CELL_DIFFERENTIATION	ZBTB16
REGULATION_OF_CELL_DIFFERENTIATION	CALCA
REGULATION_OF_CELL_DIFFERENTIATION	NPHP3
REGULATION_OF_CELL_DIFFERENTIATION	ZAP70
REGULATION_OF_CELL_DIFFERENTIATION	VWC2
REGULATION_OF_CELL_DIFFERENTIATION	RUNX1
REGULATION_OF_CELL_DIFFERENTIATION	IL4
REGULATION_OF_CELL_DIFFERENTIATION	BMP4
REGULATION_OF_CELL_DIFFERENTIATION	TBX3
REGULATION_OF_CELL_DIFFERENTIATION	DTX1
REGULATION_OF_CELL_DIFFERENTIATION	IL7
REGULATION_OF_CELL_DIFFERENTIATION	MAFB
REGULATION_OF_CELL_DIFFERENTIATION	TAF8
REGULATION_OF_CELL_DIFFERENTIATION	TBX5
REGULATION_OF_CELL_DIFFERENTIATION	NF1
REGULATION_OF_CELL_DIFFERENTIATION	NLGN1
REGULATION_OF_CELL_DIFFERENTIATION	NOTCH2
REGULATION_OF_CELL_DIFFERENTIATION	NOTCH1
REGULATION_OF_CELL_DIFFERENTIATION	YWHAG
REGULATION_OF_CELL_DIFFERENTIATION	YWHAH
REGULATION_OF_CELL_DIFFERENTIATION	ETS1
REGULATION_OF_CELL_DIFFERENTIATION	NOTCH4
REGULATION_OF_CELL_DIFFERENTIATION	BMPR1B
REGULATION_OF_CELL_DIFFERENTIATION	IGFBP3
SENSORY_PERCEPTION	OCLM
SENSORY_PERCEPTION	RP1
SENSORY_PERCEPTION	WFS1
SENSORY_PERCEPTION	RP2
SENSORY_PERCEPTION	PITPNA
SENSORY_PERCEPTION	RCVRN
SENSORY_PERCEPTION	RPE65
SENSORY_PERCEPTION	NR2E3
SENSORY_PERCEPTION	CNGB1
SENSORY_PERCEPTION	CNGB3
SENSORY_PERCEPTION	KIFC3
SENSORY_PERCEPTION	CRYGA
SENSORY_PERCEPTION	ATP2B2
SENSORY_PERCEPTION	CRYGD
SENSORY_PERCEPTION	TIMM9
SENSORY_PERCEPTION	TGFBI
SENSORY_PERCEPTION	RGR
SENSORY_PERCEPTION	CDH23
SENSORY_PERCEPTION	COCH
SENSORY_PERCEPTION	OPA3
SENSORY_PERCEPTION	CLRN1
SENSORY_PERCEPTION	OPA1
SENSORY_PERCEPTION	C5AR1
SENSORY_PERCEPTION	MYO6
SENSORY_PERCEPTION	MYO3A
SENSORY_PERCEPTION	CRYAA
SENSORY_PERCEPTION	SIX3
SENSORY_PERCEPTION	KRT12
SENSORY_PERCEPTION	UBR3
SENSORY_PERCEPTION	VAX2
SENSORY_PERCEPTION	CNGA3
SENSORY_PERCEPTION	SIX6
SENSORY_PERCEPTION	OR1D2
SENSORY_PERCEPTION	NTSR2
SENSORY_PERCEPTION	CNGA1
SENSORY_PERCEPTION	TIMM8B
SENSORY_PERCEPTION	OR1D5
SENSORY_PERCEPTION	SAG
SENSORY_PERCEPTION	PITPNM1
SENSORY_PERCEPTION	TACSTD2
SENSORY_PERCEPTION	RTP3
SENSORY_PERCEPTION	IQCB1
SENSORY_PERCEPTION	CYP1B1
SENSORY_PERCEPTION	RTP4
SENSORY_PERCEPTION	ADORA2A
SENSORY_PERCEPTION	DIAPH1
SENSORY_PERCEPTION	RBP3
SENSORY_PERCEPTION	OPN1SW
SENSORY_PERCEPTION	ATP6V1B1
SENSORY_PERCEPTION	GPR143
SENSORY_PERCEPTION	OTOR
SENSORY_PERCEPTION	ABCA4
SENSORY_PERCEPTION	MYO9A
SENSORY_PERCEPTION	RABGGTB
SENSORY_PERCEPTION	RABGGTA
SENSORY_PERCEPTION	PDE6A
SENSORY_PERCEPTION	PDE6B
SENSORY_PERCEPTION	NPHP3
SENSORY_PERCEPTION	PDE6C
SENSORY_PERCEPTION	PDE6D
SENSORY_PERCEPTION	PRR4
SENSORY_PERCEPTION	MYO15A
SENSORY_PERCEPTION	IMPG1
SENSORY_PERCEPTION	IMPG2
SENSORY_PERCEPTION	RLBP1
SENSORY_PERCEPTION	GNAT1
SENSORY_PERCEPTION	TECTA
SENSORY_PERCEPTION	COL18A1
SENSORY_PERCEPTION	UNC119
SENSORY_PERCEPTION	AIPL1
SENSORY_PERCEPTION	GUCY2F
SENSORY_PERCEPTION	MYO1A
SENSORY_PERCEPTION	TRPC3
SENSORY_PERCEPTION	FSCN2
SENSORY_PERCEPTION	EFEMP1
SENSORY_PERCEPTION	OMP
SENSORY_PERCEPTION	PCDH15
SENSORY_PERCEPTION	PDE6H
SENSORY_PERCEPTION	CRYZ
SENSORY_PERCEPTION	PDE6G
SENSORY_PERCEPTION	GUCY2D
SENSORY_PERCEPTION	SFRP5
SENSORY_PERCEPTION	TULP2
SENSORY_PERCEPTION	TULP1
SENSORY_PERCEPTION	CACNA1F
SENSORY_PERCEPTION	WDR1
SENSORY_PERCEPTION	CRYM
SENSORY_PERCEPTION	RHO
SENSORY_PERCEPTION	GRK1
SENSORY_PERCEPTION	OPRM1
SENSORY_PERCEPTION	GJA8
SENSORY_PERCEPTION	CYB5R4
SENSORY_PERCEPTION	OR52A1
SENSORY_PERCEPTION	TAS2R4
SENSORY_PERCEPTION	TAS2R5
SENSORY_PERCEPTION	MYO7A
SENSORY_PERCEPTION	POU6F2
SENSORY_PERCEPTION	RRH
SENSORY_PERCEPTION	USH1G
SENSORY_PERCEPTION	TRPV2
SENSORY_PERCEPTION	TAS2R3
SENSORY_PERCEPTION	PAX6
SENSORY_PERCEPTION	TAS1R3
SENSORY_PERCEPTION	PAX3
SENSORY_PERCEPTION	TAS1R1
SENSORY_PERCEPTION	PAX2
SENSORY_PERCEPTION	TAS1R2
SENSORY_PERCEPTION	GJA3
SENSORY_PERCEPTION	CRX
SENSORY_PERCEPTION	DFNB31
SENSORY_PERCEPTION	CRYBB1
SENSORY_PERCEPTION	RDH8
SENSORY_PERCEPTION	KCNQ4
SENSORY_PERCEPTION	TYR
SENSORY_PERCEPTION	POU4F3
SENSORY_PERCEPTION	KCNQ1
SENSORY_PERCEPTION	COL11A1
SENSORY_PERCEPTION	DNAJC19
SENSORY_PERCEPTION	USH2A
SENSORY_PERCEPTION	CRYBB3
SENSORY_PERCEPTION	RS1
SENSORY_PERCEPTION	SCN10A
SENSORY_PERCEPTION	CRYBB2
SENSORY_PERCEPTION	RAX
SENSORY_PERCEPTION	RPGR
SENSORY_PERCEPTION	ZNF354A
SENSORY_PERCEPTION	CCKBR
SENSORY_PERCEPTION	CDS1
SENSORY_PERCEPTION	SLIT2
SENSORY_PERCEPTION	GPR98
SENSORY_PERCEPTION	RDH5
SENSORY_PERCEPTION	SLC26A4
SENSORY_PERCEPTION	EYA3
SENSORY_PERCEPTION	EML2
SENSORY_PERCEPTION	TAS2R16
SENSORY_PERCEPTION	PROK2
SENSORY_PERCEPTION	EYA4
SENSORY_PERCEPTION	EYA1
SENSORY_PERCEPTION	DHRS3
SENSORY_PERCEPTION	ALDH7A1
SENSORY_PERCEPTION	SLC26A5
SENSORY_PERCEPTION	TAS2R14
SENSORY_PERCEPTION	NRL
SENSORY_PERCEPTION	GRM8
SENSORY_PERCEPTION	OTOF
SENSORY_PERCEPTION	USH1C
SENSORY_PERCEPTION	GNAS
SENSORY_PERCEPTION	AOC2
SENSORY_PERCEPTION	OAT
SENSORY_PERCEPTION	CRYBA1
SENSORY_PERCEPTION	CRYBA4
SENSORY_PERCEPTION	ROM1
SENSORY_PERCEPTION	ABLIM1
SENSORY_PERCEPTION	SORD
SENSORY_PERCEPTION	OPN1LW
SENSORY_PERCEPTION	NDUFB9
SENSORY_PERCEPTION	OPRK1
SENSORY_PERCEPTION	NDP
SENSORY_PERCEPTION	LUM
SENSORY_PERCEPTION	TIMM10
SENSORY_PERCEPTION	CABP4
SENSORY_PERCEPTION	TIMM13
SENSORY_PERCEPTION	BEST1
SENSORY_PERCEPTION	ARR3
SENSORY_PERCEPTION	CHM
SENSORY_PERCEPTION	KCNE1
SENSORY_PERCEPTION	POU3F4
SENSORY_PERCEPTION	TAS2R43
SENSORY_PERCEPTION	DFNA5
SENSORY_PERCEPTION	COL4A3
SENSORY_PERCEPTION	GUCA1A
SENSORY_PERCEPTION	GUCA1C
SENSORY_PERCEPTION	OPRL1
SENSORY_PERCEPTION	OPN1MW
SENSORY_PERCEPTION	GJB6
SENSORY_PERCEPTION	SOD1
SENSORY_PERCEPTION	RGS16
SENSORY_PERCEPTION	PRPH2
SENSORY_PERCEPTION	VSX1
SENSORY_PERCEPTION	GJB2
SENSORY_PERCEPTION	RDH12
SENSORY_PERCEPTION	RDH10
SENSORY_PERCEPTION	ACCN3
SENSORY_PERCEPTION	CHML
SENSORY_PERCEPTION	PNOC
SENSORY_PERCEPTION	ATXN7
SENSORY_PERCEPTION	PDC
SENSORY_PERCEPTION	ATP6V0A4
SENSORY_PERCEPTION	TBL1X
SENSORY_PERCEPTION	OPN4
NEGATIVE_REGULATION_OF_DNA_BINDING	MDFI
NEGATIVE_REGULATION_OF_DNA_BINDING	RSF1
NEGATIVE_REGULATION_OF_DNA_BINDING	CEBPG
NEGATIVE_REGULATION_OF_DNA_BINDING	EGLN1
NEGATIVE_REGULATION_OF_DNA_BINDING	NLRP3
NEGATIVE_REGULATION_OF_DNA_BINDING	FOXP3
NEGATIVE_REGULATION_OF_DNA_BINDING	PYDC1
NEGATIVE_REGULATION_OF_DNA_BINDING	FLNA
NEGATIVE_REGULATION_OF_DNA_BINDING	SIGIRR
NEGATIVE_REGULATION_OF_DNA_BINDING	SUMO1
NEGATIVE_REGULATION_OF_DNA_BINDING	CDKN2A
NEGATIVE_REGULATION_OF_DNA_BINDING	ID2
NEGATIVE_REGULATION_OF_DNA_BINDING	ID1
NEGATIVE_REGULATION_OF_DNA_BINDING	NARFL
NEGATIVE_REGULATION_OF_DNA_BINDING	PEX14
NEGATIVE_REGULATION_OF_DNA_BINDING	ID3
NEGATIVE_REGULATION_OF_DNA_BINDING	COMMD7
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	CADM1
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	FST
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	ADORA1
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	SART1
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	BTK
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	CUL3
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	CUL2
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	BAK1
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	CUL5
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	MAP3K5
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	APOE
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	CHRNA7
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	FAS
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	CUL1
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	CRTAM
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	BCL2L11
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	C16orf5
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	MAPK1
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	CD38
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	NME2
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	SSTR3
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	NME3
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	SERPINF1
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	ALOX15B
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	IFNB1
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	NPTN
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	UNC13B
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	LALBA
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	SIVA1
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	CDK5R1
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	STK17B
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	CD70
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	CHEK2
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	STK17A
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	PLAGL1
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	IFNA2
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	CDC42EP2
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	CDC42EP1
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	AGGF1
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	ZAP70
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	DIABLO
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	ARAP1
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	CDC42EP4
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	CDC42EP5
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	BMP4
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	TP53BP2
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	SPHK1
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	CIDEB
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	SMAD3
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	CIDEA
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	TPD52L1
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	CIDEC
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	NOTCH2
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	EI24
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	RNF7
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	ETS1
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	IKBIP
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	HTATIP2
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	FASTK
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	PPARG
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	TP63
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	BNIP3
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	DAXX
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	PTEN
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	MAPT
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	TOP2A
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	DEDD2
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	AIFM3
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	AIFM2
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	AIFM1
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	LGALS12
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	TP53
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	NDUFA13
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	SLIT2
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	JMY
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	AMIGO1
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	INHBA
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	BNIP1
POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	MAP3K10
